gbifid	datasetkey	occurrenceid	kingdom	phylum	class	order	family	genus	species	infraspecificepithet	taxonrank	scientificname	countrycode	locality	publishingorgkey	decimallatitude	decimallongitude	coordinateuncertaintyinmeters	coordinateprecision	elevation	elevationaccuracy	depth	depthaccuracy	eventdate	day	month	year	taxonkey	specieskey	basisofrecord	institutioncode	collectioncode	catalognumber	recordnumber	identifiedby	license	rightsholder	recordedby	typestatus	establishmentmeans	lastinterpreted	mediatype	issue
1829107728	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_6948	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-20.21106	164.28207	5000.0						2008-01-21T01:00Z	21	1	2008	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829107597	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_8233	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-21.56419	166.1107	5000.0						2003-06-18T02:00Z	18	6	2003	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829107596	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_13471	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-21.38718	165.04824	5000.0						2014-10-15T02:00Z	15	10	2014	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829107577	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_15185	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-21.11607	164.85556	5000.0						2011-06-22T02:00Z	22	6	2011	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829107571	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_16263	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-22.63282	167.48104	5000.0						2014-10-29T01:00Z	29	10	2014	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829107505	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_6295	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-20.93508	164.66338	5000.0						2014-04-07T02:00Z	7	4	2014	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829105730	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_1079	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-20.48345	164.76027	5000.0						2014-12-12T01:00Z	12	12	2014	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829105713	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_12438	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-19.93741	163.80557	5000.0						2003-06-30T02:00Z	30	6	2003	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829105710	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_225	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-20.57206	164.18446	5000.0						2014-10-28T01:00Z	28	10	2014	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829105694	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_5794	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-20.1193	163.99551	5000.0						2011-11-02T01:00Z	2	11	2011	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829105689	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_10365	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-21.1153	165.52961	5000.0						2011-06-17T02:00Z	17	6	2011	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829105674	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_13656	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-21.83734	165.72576	5000.0						2014-12-09T01:00Z	9	12	2014	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829105671	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_4160	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-21.02544	164.66318	5000.0						2014-11-01T01:00Z	1	11	2014	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829105669	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_13302	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-22.10548	166.21183	5000.0						2014-10-30T01:00Z	30	10	2014	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829105665	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_4824	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-21.29683	164.95179	5000.0						2008-01-10T01:00Z	10	1	2008	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829105656	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_11647	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-21.65739	165.53157	5000.0						2014-11-01T01:00Z	1	11	2014	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829105611	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_1550	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-22.46133	166.79794	5000.0						2011-11-04T01:00Z	4	11	2011	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829105609	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_16876	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-21.83212	166.49975	5000.0						2012-11-02T01:00Z	2	11	2012	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829105598	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_8192	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-20.39293	164.66457	5000.0						2012-06-18T02:00Z	18	6	2012	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829105572	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_2277	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-20.21064	164.18635	5000.0						2014-11-12T01:00Z	12	11	2014	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829105553	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_11341	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-21.47737	165.24132	5000.0						2014-11-21T01:00Z	21	11	2014	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829105549	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_16907	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-22.28537	166.31043	5000.0						2011-09-25T02:00Z	25	9	2011	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829105546	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_11913	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-22.46021	166.89508	5000.0						2010-07-22T02:00Z	22	7	2010	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829105529	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_1388	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-21.74265	166.40214	5000.0						2012-11-02T01:00Z	2	11	2012	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829103690	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_13702	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-20.57381	164.76013	5000.0						2003-06-19T02:00Z	19	6	2003	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829103687	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_3832	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-22.01585	166.11419	5000.0						2012-06-08T02:00Z	8	6	2012	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829103679	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_14927	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-22.36876	166.99094	5000.0						2011-08-26T02:00Z	26	8	2011	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829103676	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_10325	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-22.46431	166.50646	5000.0						2014-11-18T01:00Z	18	11	2014	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829103654	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_12710	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-20.39272	164.56873	5000.0						2014-12-12T01:00Z	12	12	2014	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829103644	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_13475	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-20.66428	164.85599	5000.0						2003-06-19T02:00Z	19	6	2003	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829103619	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_7698	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-20.57248	164.2804	5000.0						2014-11-24T01:00Z	24	11	2014	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829103595	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_401	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	YT		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-12.7093	45.23027	5000.0						2008-07-29T02:00Z	29	7	2008	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829103588	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_13314	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	YT		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-12.98059	45.23052	5000.0						2006-01-15T01:00Z	15	1	2006	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829103586	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_14943	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-21.29567	165.62666	5000.0						2012-07-16T02:00Z	16	7	2012	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829103565	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_4179	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-22.19506	166.30959	5000.0						2014-11-27T01:00Z	27	11	2014	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829103529	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_11233	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-22.37569	166.31128	5000.0						2011-10-01T02:00Z	1	10	2011	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829103509	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_4239	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-20.02993	164.18729	5000.0						2011-07-06T02:00Z	6	7	2011	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829103490	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_7362	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-22.1965	166.11561	5000.0						2008-09-03T02:00Z	3	9	2008	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829103466	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_13786	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-20.9346	164.47103	5000.0						2014-10-18T02:00Z	18	10	2014	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829103425	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_11095	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-21.65767	165.43492	5000.0						2014-12-09T01:00Z	9	12	2014	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829101735	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_2506	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	YT		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-12.79963	45.3225	5000.0						2005-03-09T01:00Z	9	3	2005	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829101728	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_1080	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-22.10681	166.01796	5000.0						2011-09-25T02:00Z	25	9	2011	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829101727	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_12449	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-22.01705	165.92044	5000.0						2014-12-09T01:00Z	9	12	2014	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829101725	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_15322	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-21.38469	165.91643	5000.0						2011-06-17T02:00Z	17	6	2011	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829101676	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_12076	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-20.11982	164.09116	5000.0						2008-01-21T01:00Z	21	1	2008	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829101668	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_13928	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-21.92614	166.01667	5000.0						2010-12-05T01:00Z	5	12	2010	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829101652	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_16591	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-20.39309	164.76041	5000.0						2003-06-30T02:00Z	30	6	2003	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829101635	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_11277	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-21.11596	164.75926	5000.0						2014-04-30T02:00Z	30	4	2014	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829101617	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_10324	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-22.45904	166.99222	5000.0						2011-08-29T02:00Z	29	8	2011	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829101615	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_10148	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-22.10617	166.1149	5000.0						2014-12-09T01:00Z	9	12	2014	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829101594	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_5094	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-22.64192	166.80028	5000.0						2012-01-15T01:00Z	15	1	2012	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829101487	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_2597	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-22.46238	166.70078	5000.0						2011-01-28T01:00Z	28	1	2011	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829101474	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_7650	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-21.47748	165.14479	5000.0						2011-06-20T02:00Z	20	6	2011	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829101471	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_12028	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-21.56783	165.14488	5000.0						2009-05-29T02:00Z	29	5	2009	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829101468	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_4938	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-21.29666	164.75897	5000.0						2008-01-14T01:00Z	14	1	2008	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829101466	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_224	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-20.75464	165.1441	5000.0						2011-11-03T01:00Z	3	11	2011	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829101438	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_15368	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-21.74181	166.49881	5000.0						2011-10-31T01:00Z	31	10	2011	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829099606	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_14816	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-21.20631	164.75912	5000.0						2014-04-30T02:00Z	30	4	2014	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
