gbifid	datasetkey	occurrenceid	kingdom	phylum	class	order	family	genus	species	infraspecificepithet	taxonrank	scientificname	countrycode	locality	publishingorgkey	decimallatitude	decimallongitude	coordinateuncertaintyinmeters	coordinateprecision	elevation	elevationaccuracy	depth	depthaccuracy	eventdate	day	month	year	taxonkey	specieskey	basisofrecord	institutioncode	collectioncode	catalognumber	recordnumber	identifiedby	license	rightsholder	recordedby	typestatus	establishmentmeans	lastinterpreted	mediatype	issue
1454299846	358fbd61-739f-4102-afc9-9d468f571e4d	ab43a07f-f772-40a1-b741-b3bd1bcbda27	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU		3db29215-b8da-4f4e-875e-a5f03ab1c57c	-17.08365	139.64267							2007-11-09T01:00Z	9	11	2007	9369555	9369555	HUMAN_OBSERVATION			438280			CC_BY_4_0		Marsh, Helen			2018-02-03T10:33Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1454299845	358fbd61-739f-4102-afc9-9d468f571e4d	5bd192d3-5fdd-4d53-a8cd-30fc1cf59092	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU		3db29215-b8da-4f4e-875e-a5f03ab1c57c	-17.04413	139.23587							2007-11-09T01:00Z	9	11	2007	9369555	9369555	HUMAN_OBSERVATION			438267			CC_BY_4_0		Marsh, Helen			2018-02-03T10:33Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1454299844	358fbd61-739f-4102-afc9-9d468f571e4d	4dbda793-377b-4723-89a5-03fbd9bdc808	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU		3db29215-b8da-4f4e-875e-a5f03ab1c57c	-17.00162	139.27679							2007-11-09T01:00Z	9	11	2007	9369555	9369555	HUMAN_OBSERVATION			438256			CC_BY_4_0		Marsh, Helen			2018-02-03T10:33Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1454299842	358fbd61-739f-4102-afc9-9d468f571e4d	7bf0029a-50d2-4218-890c-8e5c5ef5ff52	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU		3db29215-b8da-4f4e-875e-a5f03ab1c57c	-17.04115	139.57175							2007-11-09T01:00Z	9	11	2007	9369555	9369555	HUMAN_OBSERVATION			438275			CC_BY_4_0		Marsh, Helen			2018-02-03T10:33Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1454299839	358fbd61-739f-4102-afc9-9d468f571e4d	5c964820-b754-4499-99f1-a77da37dbb21	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU		3db29215-b8da-4f4e-875e-a5f03ab1c57c	-17.00145	139.18643							2007-11-09T01:00Z	9	11	2007	9369555	9369555	HUMAN_OBSERVATION			438265			CC_BY_4_0		Marsh, Helen			2018-02-03T10:33Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1454299837	358fbd61-739f-4102-afc9-9d468f571e4d	8b1cc944-371a-4d5a-a23f-81a73b078c1e	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU		3db29215-b8da-4f4e-875e-a5f03ab1c57c	-17.08498	139.18704							2007-11-09T01:00Z	9	11	2007	9369555	9369555	HUMAN_OBSERVATION			438286			CC_BY_4_0		Marsh, Helen			2018-02-03T10:33Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1454299835	358fbd61-739f-4102-afc9-9d468f571e4d	32d38586-7cc5-4f4f-85c9-8812230f1af6	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU		3db29215-b8da-4f4e-875e-a5f03ab1c57c	-17.04426	139.35936							2007-11-09T01:00Z	9	11	2007	9369555	9369555	HUMAN_OBSERVATION			438268			CC_BY_4_0		Marsh, Helen			2018-02-03T10:33Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1454299828	358fbd61-739f-4102-afc9-9d468f571e4d	a194f9b9-08de-4e77-8f7f-c703ec687878	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU		3db29215-b8da-4f4e-875e-a5f03ab1c57c	-17.04316	139.43588							2007-11-09T01:00Z	9	11	2007	9369555	9369555	HUMAN_OBSERVATION			438272			CC_BY_4_0		Marsh, Helen			2018-02-03T10:33Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1454299827	358fbd61-739f-4102-afc9-9d468f571e4d	0cb951b3-9632-493a-9357-d06de1e51feb	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU		3db29215-b8da-4f4e-875e-a5f03ab1c57c	-17.12425	139.40882							2007-11-09T01:00Z	9	11	2007	9369555	9369555	HUMAN_OBSERVATION			438293			CC_BY_4_0		Marsh, Helen			2018-02-03T10:33Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1454299826	358fbd61-739f-4102-afc9-9d468f571e4d	699a94fa-5662-48c4-923b-ceb4142bb382	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU		3db29215-b8da-4f4e-875e-a5f03ab1c57c	-17.08361	139.64018							2007-11-09T01:00Z	9	11	2007	9369555	9369555	HUMAN_OBSERVATION			438281			CC_BY_4_0		Marsh, Helen			2018-02-03T10:33Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1454299821	358fbd61-739f-4102-afc9-9d468f571e4d	2f3395f7-3a4e-424b-aff8-97492054b3f2	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU		3db29215-b8da-4f4e-875e-a5f03ab1c57c	-17.00164	139.3638							2007-11-09T01:00Z	9	11	2007	9369555	9369555	HUMAN_OBSERVATION			438253			CC_BY_4_0		Marsh, Helen			2018-02-03T10:33Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1454299820	358fbd61-739f-4102-afc9-9d468f571e4d	33f83d59-8cb2-4fcd-9042-7f178a01d120	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU		3db29215-b8da-4f4e-875e-a5f03ab1c57c	-17.00214	139.21218							2007-11-09T01:00Z	9	11	2007	9369555	9369555	HUMAN_OBSERVATION			438263			CC_BY_4_0		Marsh, Helen			2018-02-03T10:33Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1454299818	358fbd61-739f-4102-afc9-9d468f571e4d	dec05259-38f3-40dc-a1c9-506deddf63d9	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU		3db29215-b8da-4f4e-875e-a5f03ab1c57c	-17.00216	139.20751							2007-11-09T01:00Z	9	11	2007	9369555	9369555	HUMAN_OBSERVATION			438264			CC_BY_4_0		Marsh, Helen			2018-02-03T10:33Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1454299816	358fbd61-739f-4102-afc9-9d468f571e4d	72aa78aa-2c67-40c8-b4d3-60b541e2c847	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU		3db29215-b8da-4f4e-875e-a5f03ab1c57c	-17.00171	139.36131							2007-11-09T01:00Z	9	11	2007	9369555	9369555	HUMAN_OBSERVATION			438254			CC_BY_4_0		Marsh, Helen			2018-02-03T10:33Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1454299815	358fbd61-739f-4102-afc9-9d468f571e4d	50a64923-0be6-4dd4-9734-d3e16e7ecc4e	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU		3db29215-b8da-4f4e-875e-a5f03ab1c57c	-17.00179	139.35883							2007-11-09T01:00Z	9	11	2007	9369555	9369555	HUMAN_OBSERVATION			438255			CC_BY_4_0		Marsh, Helen			2018-02-03T10:33Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1454299814	358fbd61-739f-4102-afc9-9d468f571e4d	0a1c3537-a694-41d1-b862-ad58244567d6	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU		3db29215-b8da-4f4e-875e-a5f03ab1c57c	-17.0022	139.2169							2007-11-09T01:00Z	9	11	2007	9369555	9369555	HUMAN_OBSERVATION			438261			CC_BY_4_0		Marsh, Helen			2018-02-03T10:33Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1454299807	358fbd61-739f-4102-afc9-9d468f571e4d	f2d31429-df3f-4238-afb6-8ee53f525963	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU		3db29215-b8da-4f4e-875e-a5f03ab1c57c	-17.0849	139.67747							2007-11-09T01:00Z	9	11	2007	9369555	9369555	HUMAN_OBSERVATION			438279			CC_BY_4_0		Marsh, Helen			2018-02-03T10:33Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1454299786	358fbd61-739f-4102-afc9-9d468f571e4d	8f58f42e-1c30-4044-9cd6-7da1298f74e5	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU		3db29215-b8da-4f4e-875e-a5f03ab1c57c	-17.00136	139.26703							2007-11-09T01:00Z	9	11	2007	9369555	9369555	HUMAN_OBSERVATION			438257			CC_BY_4_0		Marsh, Helen			2018-02-03T10:33Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1454299667	358fbd61-739f-4102-afc9-9d468f571e4d	f6e0223b-112c-4042-8627-df630830189c	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU		3db29215-b8da-4f4e-875e-a5f03ab1c57c	-17.00147	139.37121							2007-11-09T01:00Z	9	11	2007	9369555	9369555	HUMAN_OBSERVATION			438059			CC_BY_4_0		Marsh, Helen			2018-02-03T10:33Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1454299660	358fbd61-739f-4102-afc9-9d468f571e4d	48cc616b-a603-412e-8318-44951f6e2c2d	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU		3db29215-b8da-4f4e-875e-a5f03ab1c57c	-17.00536	139.45678							2007-11-09T01:00Z	9	11	2007	9369555	9369555	HUMAN_OBSERVATION			438051			CC_BY_4_0		Marsh, Helen			2018-02-03T10:33Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1454299642	358fbd61-739f-4102-afc9-9d468f571e4d	ccf6d054-e6d9-48b8-a9ad-942f48a3359c	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU		3db29215-b8da-4f4e-875e-a5f03ab1c57c	-17.002463	139.523393							2007-11-09T01:00Z	9	11	2007	9369555	9369555	HUMAN_OBSERVATION			438044			CC_BY_4_0		Marsh, Helen			2018-02-03T10:33Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1454299633	358fbd61-739f-4102-afc9-9d468f571e4d	d8e2a6d0-ed94-4149-a595-b09906c7aea2	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU		3db29215-b8da-4f4e-875e-a5f03ab1c57c	-17.00192	139.53671							2007-11-09T01:00Z	9	11	2007	9369555	9369555	HUMAN_OBSERVATION			438041			CC_BY_4_0		Marsh, Helen			2018-02-03T10:33Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1454299632	358fbd61-739f-4102-afc9-9d468f571e4d	231746d0-9cbd-4b1f-81e6-96a3a7881f76	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU		3db29215-b8da-4f4e-875e-a5f03ab1c57c	-17.00385	139.47174							2007-11-09T01:00Z	9	11	2007	9369555	9369555	HUMAN_OBSERVATION			438049			CC_BY_4_0		Marsh, Helen			2018-02-03T10:33Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1454299631	358fbd61-739f-4102-afc9-9d468f571e4d	dc5a7184-9540-49b3-ba55-f2d361e18af4	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU		3db29215-b8da-4f4e-875e-a5f03ab1c57c	-17.00396	139.4421							2007-11-09T01:00Z	9	11	2007	9369555	9369555	HUMAN_OBSERVATION			438054			CC_BY_4_0		Marsh, Helen			2018-02-03T10:33Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1454299628	358fbd61-739f-4102-afc9-9d468f571e4d	41fa6b25-115a-4c86-9e5f-90d2991a9cea	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU		3db29215-b8da-4f4e-875e-a5f03ab1c57c	-17.0036	139.47427							2007-11-09T01:00Z	9	11	2007	9369555	9369555	HUMAN_OBSERVATION			438048			CC_BY_4_0		Marsh, Helen			2018-02-03T10:33Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1454299627	358fbd61-739f-4102-afc9-9d468f571e4d	235fb2af-3ef6-4fdf-b39d-2363b7c2cf81	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU		3db29215-b8da-4f4e-875e-a5f03ab1c57c	-16.95768	139.30016							2007-11-09T01:00Z	9	11	2007	9369555	9369555	HUMAN_OBSERVATION			438032			CC_BY_4_0		Marsh, Helen			2018-02-03T10:33Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1454299626	358fbd61-739f-4102-afc9-9d468f571e4d	df8698fa-61f0-4bec-9763-98a57fae7118	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU		3db29215-b8da-4f4e-875e-a5f03ab1c57c	-17.0045	139.44704							2007-11-09T01:00Z	9	11	2007	9369555	9369555	HUMAN_OBSERVATION			438052			CC_BY_4_0		Marsh, Helen			2018-02-03T10:33Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1454299625	358fbd61-739f-4102-afc9-9d468f571e4d	c007296a-a038-4836-8b23-f2742c59f7f5	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU		3db29215-b8da-4f4e-875e-a5f03ab1c57c	-17.002484	139.51572							2007-11-09T01:00Z	9	11	2007	9369555	9369555	HUMAN_OBSERVATION			438047			CC_BY_4_0		Marsh, Helen			2018-02-03T10:33Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1454299621	358fbd61-739f-4102-afc9-9d468f571e4d	44428967-fca5-4e9e-b6f3-8940b465facc	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU		3db29215-b8da-4f4e-875e-a5f03ab1c57c	-17.00334	139.43715							2007-11-09T01:00Z	9	11	2007	9369555	9369555	HUMAN_OBSERVATION			438056			CC_BY_4_0		Marsh, Helen			2018-02-03T10:33Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1454299617	358fbd61-739f-4102-afc9-9d468f571e4d	a072fa58-2433-4d10-998c-ccf119959b95	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU		3db29215-b8da-4f4e-875e-a5f03ab1c57c	-17.00263	139.43219							2007-11-09T01:00Z	9	11	2007	9369555	9369555	HUMAN_OBSERVATION			438057			CC_BY_4_0		Marsh, Helen			2018-02-03T10:33Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1454299616	358fbd61-739f-4102-afc9-9d468f571e4d	60f6fec3-5231-442c-be90-e94d5402a31e	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU		3db29215-b8da-4f4e-875e-a5f03ab1c57c	-15.82975	136.89493							2007-11-11T01:00Z	11	11	2007	9369555	9369555	HUMAN_OBSERVATION			438017			CC_BY_4_0		Marsh, Helen			2018-02-03T10:33Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1454299613	358fbd61-739f-4102-afc9-9d468f571e4d	491655b0-ecd5-4eee-849f-d514ee949ad5	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU		3db29215-b8da-4f4e-875e-a5f03ab1c57c	-17.00422	139.44457							2007-11-09T01:00Z	9	11	2007	9369555	9369555	HUMAN_OBSERVATION			438053			CC_BY_4_0		Marsh, Helen			2018-02-03T10:33Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1454299607	358fbd61-739f-4102-afc9-9d468f571e4d	7d9108a6-cc56-41a4-963f-6cef2e9ac95f	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU		3db29215-b8da-4f4e-875e-a5f03ab1c57c	-16.95899	139.47219							2007-11-09T01:00Z	9	11	2007	9369555	9369555	HUMAN_OBSERVATION			438036			CC_BY_4_0		Marsh, Helen			2018-02-03T10:33Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1454299606	358fbd61-739f-4102-afc9-9d468f571e4d	06e6ddf3-3ec8-47e1-90bb-87aeb2639c73	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU		3db29215-b8da-4f4e-875e-a5f03ab1c57c	-16.56745	138.10465							2007-11-08T01:00Z	8	11	2007	9369555	9369555	HUMAN_OBSERVATION			438029			CC_BY_4_0		Marsh, Helen			2018-02-03T10:33Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1454299605	358fbd61-739f-4102-afc9-9d468f571e4d	a484afc2-4e10-47f2-bf52-75459c33c87d	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU		3db29215-b8da-4f4e-875e-a5f03ab1c57c	-16.95954	139.10103							2007-11-09T01:00Z	9	11	2007	9369555	9369555	HUMAN_OBSERVATION			438030			CC_BY_4_0		Marsh, Helen			2018-02-03T10:33Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1454299603	358fbd61-739f-4102-afc9-9d468f571e4d	7cc4d9f4-6fa9-448f-85c5-feff12b342da	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU		3db29215-b8da-4f4e-875e-a5f03ab1c57c	-16.95894	139.46983							2007-11-09T01:00Z	9	11	2007	9369555	9369555	HUMAN_OBSERVATION			438035			CC_BY_4_0		Marsh, Helen			2018-02-03T10:33Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1454299601	358fbd61-739f-4102-afc9-9d468f571e4d	66516c19-6ddd-4e82-8a81-0fc2bd12e40c	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU		3db29215-b8da-4f4e-875e-a5f03ab1c57c	-16.9565	139.22568							2007-11-09T01:00Z	9	11	2007	9369555	9369555	HUMAN_OBSERVATION			438031			CC_BY_4_0		Marsh, Helen			2018-02-03T10:33Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1454299600	358fbd61-739f-4102-afc9-9d468f571e4d	3877b25e-d194-468d-ba6d-79afe336f9ed	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU		3db29215-b8da-4f4e-875e-a5f03ab1c57c	-15.85962	136.77423							2007-11-11T01:00Z	11	11	2007	9369555	9369555	HUMAN_OBSERVATION			438022			CC_BY_4_0		Marsh, Helen			2018-02-03T10:33Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1454299599	358fbd61-739f-4102-afc9-9d468f571e4d	775d94da-0522-49b8-812a-51755ece49a3	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU		3db29215-b8da-4f4e-875e-a5f03ab1c57c	-15.83055	136.77363							2007-11-11T01:00Z	11	11	2007	9369555	9369555	HUMAN_OBSERVATION			438000			CC_BY_4_0		Marsh, Helen			2018-02-03T10:33Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1454299597	358fbd61-739f-4102-afc9-9d468f571e4d	fa17497c-ff59-4d87-be2a-07ad872a23d2	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU		3db29215-b8da-4f4e-875e-a5f03ab1c57c	-16.95731	139.35522							2007-11-09T01:00Z	9	11	2007	9369555	9369555	HUMAN_OBSERVATION			438033			CC_BY_4_0		Marsh, Helen			2018-02-03T10:33Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1454299596	358fbd61-739f-4102-afc9-9d468f571e4d	3c4c9822-7cf1-4892-87fa-0831c08f671e	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU		3db29215-b8da-4f4e-875e-a5f03ab1c57c	-17.00175	139.54701							2007-11-09T01:00Z	9	11	2007	9369555	9369555	HUMAN_OBSERVATION			438040			CC_BY_4_0		Marsh, Helen			2018-02-03T10:33Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1454299595	358fbd61-739f-4102-afc9-9d468f571e4d	72050dfb-7694-434f-8fd2-8215bf23b08d	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU		3db29215-b8da-4f4e-875e-a5f03ab1c57c	-17.00531	139.45925							2007-11-09T01:00Z	9	11	2007	9369555	9369555	HUMAN_OBSERVATION			438050			CC_BY_4_0		Marsh, Helen			2018-02-03T10:33Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1454299594	358fbd61-739f-4102-afc9-9d468f571e4d	50b8ce9b-8a2b-4748-8ebf-13b170e3e68b	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU		3db29215-b8da-4f4e-875e-a5f03ab1c57c	-17.00227	139.42972							2007-11-09T01:00Z	9	11	2007	9369555	9369555	HUMAN_OBSERVATION			438058			CC_BY_4_0		Marsh, Helen			2018-02-03T10:33Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1454299592	358fbd61-739f-4102-afc9-9d468f571e4d	ecf5be18-cc60-4d64-b5a0-7520b2e1184c	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU		3db29215-b8da-4f4e-875e-a5f03ab1c57c	-16.66216	138.3197							2007-11-08T01:00Z	8	11	2007	9369555	9369555	HUMAN_OBSERVATION			438028			CC_BY_4_0		Marsh, Helen			2018-02-03T10:33Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1454299591	358fbd61-739f-4102-afc9-9d468f571e4d	05d55656-bf2d-4393-b339-c05e138991ff	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU		3db29215-b8da-4f4e-875e-a5f03ab1c57c	-17.002554	139.5209							2007-11-09T01:00Z	9	11	2007	9369555	9369555	HUMAN_OBSERVATION			438045			CC_BY_4_0		Marsh, Helen			2018-02-03T10:33Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1454299588	358fbd61-739f-4102-afc9-9d468f571e4d	aaaf3b7e-7446-4d0d-a6c5-6276be8b9065	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU		3db29215-b8da-4f4e-875e-a5f03ab1c57c	-17.002614	139.5183							2007-11-09T01:00Z	9	11	2007	9369555	9369555	HUMAN_OBSERVATION			438046			CC_BY_4_0		Marsh, Helen			2018-02-03T10:33Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1454299585	358fbd61-739f-4102-afc9-9d468f571e4d	2ea7a85d-3b01-4ae9-97cb-a3c0f4429358	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU		3db29215-b8da-4f4e-875e-a5f03ab1c57c	-15.83104	136.8839							2007-11-11T01:00Z	11	11	2007	9369555	9369555	HUMAN_OBSERVATION			438012			CC_BY_4_0		Marsh, Helen			2018-02-03T10:33Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
